date,Path_1,Path_2,Path_3,Path_4,Path_5,Path_6,Path_7,Path_8,Path_9,Path_10,Path_11,Path_12,Path_13,Path_14,Path_15,Path_16,Path_17,Path_18,Path_19,Path_20,Path_21,Path_22,Path_23,Path_24,Path_25,Path_26,Path_27,Path_28,Path_29,Path_30,Path_31,Path_32,Path_33,Path_34,Path_35,Path_36,Path_37,Path_38,Path_39,Path_40,Path_41,Path_42,Path_43,Path_44,Path_45,Path_46,Path_47,Path_48,Path_49,Path_50
2021-03-23 00:00:00+00:00,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505,6.9097505
2021-03-24 00:00:00+00:00,7.208360149029967,4.707594776632841,7.566133514144381,6.820640430791785,7.469932216482629,7.209668830858853,5.312721963119056,7.681230412843764,7.409939200676056,7.989487556509093,7.456755706693394,4.326160518672184,7.640415645258637,7.994408118447677,6.174496158003018,5.741698311247676,6.755649992465284,6.6904670074819546,5.474791926099526,5.778614268408399,7.317120904117448,5.539853972591267,7.087903734961949,8.113296742239072,8.696230720692544,6.820597972233008,8.68087408042519,4.276079125587822,7.2416231898327235,9.931270604688278,6.861345291220123,6.772207561102972,7.354753728197153,6.706550422853677,4.994017040216854,6.102034816632845,7.6612794328076195,5.23633396634426,6.919201265246472,6.53328734980992,5.2803575649719,5.811470975978466,6.128979004219451,5.547425455663774,6.888320019588896,5.960331239602885,7.752824640193429,5.755400632476968,7.4385665696938865,6.402379904942649
2021-03-25 00:00:00+00:00,6.688581347642483,5.276627837103237,7.5546142371374065,8.288990313191281,10.854104778790823,7.512211768455451,4.744632444078613,9.729157211144159,5.192268709934691,7.045793974329075,7.204188627963056,4.48331329003578,6.813324039353355,8.854177543549095,7.1883709863593825,6.124796781141955,5.378893314637008,6.746789014207847,6.28708287853075,5.965721957327275,6.6473048511365205,6.926779960531912,6.402502435038935,8.165542562816553,6.404152381055846,8.16844342904201,9.482710596463642,3.6811223938897015,7.745315280541843,9.905181367747248,5.258535816790519,8.072179649607941,7.3637416452809505,4.477766980426249,6.656994652090946,5.528756960034629,8.803697385151315,5.343243519843246,6.916457314816896,8.358261166402837,5.9516909911496745,4.531349768666235,6.113546939387761,5.536052360122694,9.769271213213718,6.307885933701398,8.832408573759569,5.980921321953733,7.5244895796502576,8.239074940281201
2021-03-26 00:00:00+00:00,7.249943368607839,6.356360222530668,7.842936298253337,5.93763178155127,10.74828458376802,7.896528026074301,4.2924906714222955,8.029041445771094,6.728278347505951,7.021794084914241,5.545316417615339,3.5072787397110066,8.204630830243902,8.314173192530683,5.607564044100693,3.0595843996439216,4.079472297562916,5.9006716341963665,6.279238117201379,5.956603605447141,8.510435035245603,7.9216577597858056,7.237882634682849,6.373393436211407,4.91486614810835,7.929370040370149,7.934222417526475,1.8786305353104034,7.771172309228025,8.941531449496368,3.150589497014735,6.851352123232836,8.791654326978344,5.909051509506672,5.848205830641291,7.30945460032985,7.763414166639456,4.977381325246346,8.665436588530408,9.071626136432405,7.263454883790596,3.815371668239157,6.421218663005021,4.426584250779987,9.630642010809066,7.504917892610511,8.180045732417687,4.284601972373377,7.374520634018091,8.225706730961676
2021-03-27 00:00:00+00:00,8.776462485998293,3.791930347011452,8.572087665019183,5.171586580844616,8.667709282586696,5.37741109141447,7.162578835685579,7.421731760616771,8.092947343744859,8.321079520411095,3.828630708994696,3.0668832132642576,8.792289710910328,10.211161881905014,5.705844208158742,5.598669496361053,3.5828092489198156,6.811405117130604,4.928068093803311,7.192670905647935,7.115269800246075,6.958144014035728,6.634515384461828,5.804392517889228,4.723242939997712,6.913024733896504,5.8846099545703066,3.5548468978190373,5.494791888509256,7.405338365834829,4.235201114575602,7.381641567413842,10.16909469710117,5.524124793754803,5.883277210647282,6.398499229717125,7.752214459561835,4.400090182141771,8.94810035407036,7.1780800684816475,5.934310472331999,2.4723493683184623,8.11635707034628,5.001162934851992,8.222176509164205,5.106841790945568,7.202299793634465,6.069829235267107,7.981129390516252,7.482637500754236
2021-03-28 00:00:00+00:00,7.868496639432085,4.6548578045796045,7.58836489142942,5.694302328092322,7.551846254957934,6.680817123635575,3.502496740123887,6.747685284160644,5.1826280720124425,7.695462842964726,4.3588337038423495,2.1155576775952536,8.423576150276165,9.163378398108728,3.5032999003431957,5.686080750007485,6.509321809426984,7.312264829760319,2.6430685880738642,6.392839180544179,8.474857321540629,6.560077651974315,9.813704329330598,4.216570943777329,2.9289341306599446,7.3851179536639835,5.997879832732449,5.6989838028382955,5.82895338041241,7.607458028178166,3.0338060807029787,6.339564021144369,8.134216926651016,5.8673561398212755,5.1286821229784545,6.432680055169232,6.3211111503610375,4.716968931263683,7.733018658314659,7.39030853920038,6.386104614038284,3.4246858643154576,6.579897209405429,2.6812569064896103,10.020004706141632,5.312992103489191,9.218215487247793,3.579432149921557,7.830700733003571,7.864769913485606
2021-03-29 00:00:00+00:00,7.166789296368279,6.3938880090828984,6.4854035881790955,7.248743504450956,6.6493507929395435,5.817384725434726,3.7707681896177587,4.188314323955849,4.4645990294434705,7.574444802167225,4.008848699578228,2.309307583446543,8.183561044339637,8.309709357512157,2.668164246286734,4.150076246646764,5.872026840451378,8.39455456495404,3.6917521894803143,3.875024857588801,9.359094611014111,8.131313631751171,11.299181675040256,4.347695309671629,3.0706232878445574,9.688767083543521,5.260093439834672,6.762543213874383,5.093959455922834,5.139440698288471,6.121067314979205,4.907950312760766,6.964445026871798,8.539013362036185,4.929416576598133,5.389214177157796,6.665580774077132,5.774615870724663,7.013057426653708,6.858387916507376,6.709707840568412,4.176063607955925,6.939644889375172,4.765749156338804,7.177307250730913,7.8438396227269465,5.3874334706045515,3.0690622836589885,7.880291167449245,7.165211154402758
2021-03-30 00:00:00+00:00,8.83046333679597,4.831647712783468,5.055361574718609,6.4339721612736085,4.322773423264085,5.408653883400148,6.315258919495202,4.1743864661365055,5.372229683260167,7.119416843634484,5.524979121537087,2.336830419154076,7.350477289624285,4.702415974590577,3.8096952332813085,3.285889608604865,7.383223284000785,7.7877113506517315,3.193135242772276,3.861025957943671,10.801664336891761,6.30178189826039,9.807460428371886,4.859879547433751,2.513825262270484,8.13108131648509,7.319067806443723,7.793485837658956,4.100420955392616,4.678886820870207,6.403378573496915,5.947823163007939,6.121884382347448,9.56318877901092,5.417068031129401,5.818045167559391,9.503629787764616,7.964726782011324,6.455962909507091,7.65448061401087,7.265536735317876,4.951537039492519,5.999532643558325,1.6276729533221834,6.336307096139272,6.11581004756531,6.55521983294857,2.350054138025506,7.50761919816011,6.8600973681508295
2021-03-31 00:00:00+00:00,9.182585819250091,7.1100375333138235,4.255787224721,5.510634147839827,4.275986072908837,8.739142804132722,6.404513664776182,5.628219844512986,6.29087248189432,8.396058583995037,6.535148626995319,0.21622728426497417,5.973575022481727,4.4347155464729875,3.0673747001970018,5.0578513850433096,6.5347481426232985,6.801914839943723,5.109694472201264,2.3365277952327004,10.025599288266694,6.9793402941221565,8.477224738711042,4.696380705799496,2.9589091606236817,8.805694448562853,6.7530601276681885,6.800411727666329,5.10715090842465,4.913970264186721,7.966767596343502,8.814466039146495,5.515647768239888,9.08775358412953,6.436603971197681,6.56700537324671,6.118966891037701,8.233364310522582,6.390665681384025,6.571769204043537,7.012018200425249,5.161339404920906,6.935960605218342,3.637390515244724,5.598943487367672,5.855251468607293,6.272098677915392,3.5725087839562386,7.040154738210488,5.357890638428233
2021-04-01 00:00:00+00:00,7.979849555725143,7.414303454894795,8.220554132916774,3.2487517921312317,5.54763780864325,8.564054353457598,7.26053952035599,6.386720223402526,5.4331222227570635,7.6130437176562635,6.2260488093110125,2.2886877027387063,7.5057057797401034,5.818115332112127,3.0393721304483905,6.007776613262604,7.5281184697029975,5.833359150253632,5.336673870142201,3.624849366419876,8.261190209154426,6.124525478421648,11.790464113122196,4.445353074606806,3.9535981602954706,8.481714434491943,6.2583641989968015,7.323958677855064,7.329853501340168,5.423461617691215,7.623115811331946,8.916851952155326,5.158141458534406,6.808339996919143,7.465325339319885,8.517105676306167,5.5125005785942145,10.56053991595225,5.189459340824488,7.079057166107212,8.548965072661655,4.672215567104451,7.793697466053178,3.4473056846633607,5.702427454824218,5.163507874326203,6.933611878923955,3.5031046872955254,9.174811701804675,5.6140436767651725
